Waktu,Suhu (°C),Kelembapan (%),Tekanan (hPa)
2025-05-17 08:30:57,32.42,77.48,1009.92
2025-05-17 08:30:57,32.42,77.48,1009.92
2025-05-17 08:30:56,32.43,77.46,1009.92
2025-05-17 08:30:56,32.43,77.46,1009.92
2025-05-17 08:30:55,32.43,77.46,1009.9
2025-05-17 08:30:55,32.43,77.46,1009.9
2025-05-17 08:30:54,32.44,77.45,1009.91
2025-05-17 08:30:54,32.44,77.45,1009.91
2025-05-17 08:30:53,32.43,77.44,1009.92
2025-05-17 08:30:53,32.43,77.44,1009.92
2025-05-17 08:30:52,32.43,77.44,1009.92
2025-05-17 08:30:52,32.43,77.44,1009.92
2025-05-17 08:30:51,32.43,77.42,1009.91
2025-05-17 08:30:51,32.43,77.42,1009.91
2025-05-17 08:30:50,32.45,77.42,1009.94
2025-05-17 08:30:50,32.45,77.42,1009.94
2025-05-17 08:30:49,32.46,77.41,1009.94
2025-05-17 08:30:49,32.46,77.41,1009.94
2025-05-17 08:30:48,32.45,77.41,1009.91
2025-05-17 08:30:48,32.45,77.41,1009.91
2025-05-17 08:30:47,32.45,77.42,1009.92
2025-05-17 08:30:47,32.45,77.42,1009.92
2025-05-17 08:30:46,32.44,77.43,1009.93
2025-05-17 08:30:46,32.44,77.43,1009.93
2025-05-17 08:30:45,32.44,77.42,1009.93
2025-05-17 08:30:45,32.44,77.42,1009.93
2025-05-17 08:30:44,32.45,77.42,1009.94
2025-05-17 08:30:44,32.45,77.42,1009.94
2025-05-17 08:30:43,32.45,77.41,1009.91
2025-05-17 08:30:43,32.45,77.41,1009.91
2025-05-17 08:30:42,32.45,77.42,1009.9
2025-05-17 08:30:42,32.45,77.42,1009.9
2025-05-17 08:30:41,32.45,77.42,1009.92
2025-05-17 08:30:41,32.45,77.42,1009.92
2025-05-17 08:30:40,32.43,77.44,1009.89
2025-05-17 08:30:40,32.43,77.44,1009.89
2025-05-17 08:30:39,32.43,77.44,1009.9
2025-05-17 08:30:39,32.43,77.44,1009.9
2025-05-17 08:30:38,32.44,77.4,1009.92
2025-05-17 08:30:38,32.44,77.4,1009.92
2025-05-17 08:30:37,32.44,77.42,1009.89
2025-05-17 08:30:37,32.44,77.42,1009.89
2025-05-17 08:30:36,32.45,77.42,1009.93
2025-05-17 08:30:36,32.45,77.42,1009.93
2025-05-17 08:30:35,32.46,77.4,1009.91
2025-05-17 08:30:35,32.46,77.4,1009.91
2025-05-17 08:30:34,32.47,77.4,1009.93
2025-05-17 08:30:34,32.47,77.4,1009.93
2025-05-17 08:30:33,32.48,77.4,1009.93
2025-05-17 08:30:33,32.48,77.4,1009.93
2025-05-17 08:30:32,32.48,77.41,1009.93
2025-05-17 08:30:32,32.48,77.41,1009.93
2025-05-17 08:30:31,32.47,77.42,1009.91
2025-05-17 08:30:31,32.47,77.42,1009.91
2025-05-17 08:30:30,32.46,77.43,1009.92
2025-05-17 08:30:30,32.46,77.43,1009.92
2025-05-17 08:30:29,32.46,77.43,1009.91
2025-05-17 08:30:29,32.46,77.43,1009.91
2025-05-17 08:30:28,32.46,77.44,1009.92
2025-05-17 08:30:28,32.46,77.44,1009.92
2025-05-17 08:30:27,32.46,77.43,1009.92
2025-05-17 08:30:27,32.46,77.43,1009.92
2025-05-17 08:30:26,32.46,77.43,1009.92
2025-05-17 08:30:26,32.46,77.43,1009.92
2025-05-17 08:30:25,32.46,77.43,1009.91
2025-05-17 08:30:25,32.46,77.43,1009.91
2025-05-17 08:30:24,32.45,77.42,1009.93
2025-05-17 08:30:24,32.45,77.42,1009.93
2025-05-17 08:30:23,32.47,77.43,1009.91
2025-05-17 08:30:23,32.47,77.43,1009.91
2025-05-17 08:30:22,32.47,77.43,1009.93
2025-05-17 08:30:21,32.47,77.44,1009.9
2025-05-17 08:30:20,32.47,77.43,1009.92
2025-05-17 08:30:19,32.47,77.43,1009.9
2025-05-17 08:30:19,32.47,77.43,1009.9
2025-05-17 08:30:18,32.47,77.42,1009.92
2025-05-17 08:30:18,32.47,77.42,1009.92
2025-05-17 08:30:16,32.47,77.44,1009.91
2025-05-17 08:30:16,32.47,77.44,1009.91
2025-05-17 08:30:15,32.46,77.46,1009.93
2025-05-17 08:30:15,32.46,77.46,1009.93
2025-05-17 08:30:15,32.47,77.44,1009.93
2025-05-17 08:30:15,32.47,77.44,1009.93
2025-05-17 08:30:13,32.46,77.46,1009.89
2025-05-17 08:30:13,32.46,77.46,1009.89
2025-05-17 08:30:12,32.46,77.45,1009.89
2025-05-17 08:30:12,32.46,77.45,1009.89
2025-05-17 08:30:12,32.47,77.47,1009.92
2025-05-17 08:30:12,32.47,77.47,1009.92
2025-05-17 08:30:10,32.46,77.46,1009.92
2025-05-17 08:30:10,32.46,77.46,1009.92
2025-05-17 08:30:09,32.46,77.46,1009.88
2025-05-17 08:30:09,32.46,77.46,1009.88
2025-05-17 08:30:08,32.46,77.46,1009.9
2025-05-17 08:30:08,32.46,77.46,1009.9
2025-05-17 08:30:07,32.46,77.46,1009.91
2025-05-17 08:30:07,32.46,77.46,1009.91
2025-05-17 08:30:06,32.46,77.46,1009.91
2025-05-17 08:30:06,32.46,77.46,1009.91
2025-05-17 08:30:05,32.46,77.47,1009.94
2025-05-17 08:30:05,32.46,77.47,1009.94
2025-05-17 08:30:04,32.46,77.46,1009.93
2025-05-17 08:30:04,32.46,77.46,1009.93
2025-05-17 08:30:03,32.46,77.46,1009.92
2025-05-17 08:30:03,32.46,77.46,1009.92
2025-05-17 08:30:02,32.46,77.5,1009.94
2025-05-17 08:30:02,32.46,77.5,1009.94
2025-05-17 08:30:01,32.46,77.49,1009.94
2025-05-17 08:30:01,32.46,77.49,1009.94
2025-05-17 08:30:00,32.45,77.47,1009.91
2025-05-17 08:30:00,32.45,77.47,1009.91
2025-05-17 08:29:59,32.46,77.48,1009.91
2025-05-17 08:29:59,32.46,77.48,1009.91
2025-05-17 08:29:58,32.46,77.46,1009.89
2025-05-17 08:29:58,32.46,77.46,1009.89
2025-05-17 08:29:57,32.46,77.47,1009.91
2025-05-17 08:29:57,32.46,77.47,1009.91
2025-05-17 08:29:56,32.46,77.47,1009.9
2025-05-17 08:29:56,32.46,77.47,1009.9
2025-05-17 08:29:55,32.46,77.46,1009.9
2025-05-17 08:29:55,32.46,77.46,1009.9
2025-05-17 08:29:54,32.47,77.48,1009.91
2025-05-17 08:29:54,32.47,77.48,1009.91
2025-05-17 08:29:53,32.46,77.49,1009.93
2025-05-17 08:29:53,32.46,77.49,1009.93
2025-05-17 08:29:52,32.46,77.46,1009.91
2025-05-17 08:29:52,32.46,77.46,1009.91
2025-05-17 08:29:51,32.47,77.47,1009.88
2025-05-17 08:29:51,32.47,77.47,1009.88
2025-05-17 08:29:50,32.47,77.5,1009.9
2025-05-17 08:29:50,32.47,77.5,1009.9
2025-05-17 08:29:50,32.47,77.5,1009.9
2025-05-17 08:29:49,32.47,77.5,1009.9
2025-05-17 08:29:48,32.47,77.5,1009.91
2025-05-17 08:29:48,32.47,77.5,1009.91
2025-05-17 08:29:47,32.46,77.51,1009.92
2025-05-17 08:29:47,32.46,77.51,1009.92
2025-05-17 08:29:46,32.47,77.51,1009.93
2025-05-17 08:29:46,32.47,77.51,1009.93
2025-05-17 08:29:45,32.46,77.51,1009.89
2025-05-17 08:29:45,32.46,77.51,1009.89
2025-05-17 08:29:44,32.47,77.51,1009.9
2025-05-17 08:29:44,32.47,77.51,1009.9
2025-05-17 08:29:43,32.48,77.5,1009.9
2025-05-17 08:29:43,32.48,77.5,1009.9
2025-05-17 08:29:42,32.49,77.5,1009.88
2025-05-17 08:29:41,32.49,77.5,1009.89
2025-05-17 08:29:40,32.5,77.49,1009.88
2025-05-17 08:29:39,32.51,77.54,1009.89
2025-05-17 08:29:39,32.51,77.52,1009.93
2025-05-17 08:29:38,32.49,77.55,1009.89
2025-05-17 08:29:37,32.49,77.55,1009.91
2025-05-17 08:29:36,32.49,77.55,1009.89
2025-05-17 08:29:34,32.5,77.56,1009.9
2025-05-17 08:29:33,32.49,77.58,1009.92
2025-05-17 08:29:33,32.49,77.57,1009.89
2025-05-17 08:29:32,32.47,77.6,1009.87
2025-05-17 08:29:31,32.47,77.61,1009.89
2025-05-17 08:29:30,32.46,77.63,1009.87
2025-05-17 08:29:28,32.46,77.64,1009.89
2025-05-17 08:29:27,32.45,77.65,1009.89
2025-05-17 08:29:26,32.44,77.66,1009.86
2025-05-17 08:29:25,32.42,77.67,1009.9
2025-05-17 08:29:24,32.42,77.68,1009.88
2025-05-17 08:29:24,32.41,77.68,1009.89
2025-05-17 08:29:23,32.42,77.71,1009.89
2025-05-17 08:29:21,32.42,77.71,1009.9
2025-05-17 08:29:20,32.42,77.72,1009.91
2025-05-17 08:29:19,32.43,77.73,1009.92
2025-05-17 08:29:19,32.43,77.73,1009.89
2025-05-17 08:29:17,32.43,77.73,1009.88
2025-05-17 08:29:16,32.43,77.73,1009.89
2025-05-17 08:29:15,32.42,77.74,1009.87
2025-05-17 08:29:14,32.41,77.76,1009.88
2025-05-17 08:29:13,32.41,77.77,1009.89
2025-05-17 08:29:12,32.42,77.76,1009.88
2025-05-17 08:29:11,32.41,77.78,1009.89
2025-05-17 08:29:11,32.42,77.77,1009.86
2025-05-17 08:29:09,32.41,77.81,1009.86
2025-05-17 08:29:08,32.41,77.79,1009.87
2025-05-17 08:29:07,32.42,77.8,1009.86
2025-05-17 08:29:06,32.42,77.82,1009.88
2025-05-17 08:29:05,32.41,77.82,1009.87
2025-05-17 08:29:04,32.4,77.84,1009.88
2025-05-17 08:29:03,32.39,77.86,1009.89
2025-05-17 08:29:02,32.39,77.86,1009.89
2025-05-17 08:29:02,32.39,77.86,1009.89
2025-05-17 08:29:00,32.4,77.86,1009.86
2025-05-17 08:28:59,32.41,77.86,1009.87
2025-05-17 08:28:58,32.41,77.85,1009.9
2025-05-17 08:28:57,32.41,77.86,1009.91
2025-05-17 08:28:56,32.4,77.86,1009.87
2025-05-17 08:28:55,32.4,77.87,1009.9
2025-05-17 08:28:54,32.38,77.88,1009.86
2025-05-17 08:28:53,32.38,77.89,1009.88
2025-05-17 08:28:52,32.38,77.89,1009.89
2025-05-17 08:28:51,32.38,77.88,1009.88
2025-05-17 08:28:50,32.39,77.88,1009.89
2025-05-17 08:28:49,32.4,77.88,1009.89
2025-05-17 08:28:48,32.4,77.9,1009.9
2025-05-17 08:28:47,32.41,77.9,1009.89
2025-05-17 08:28:45,32.41,77.89,1009.87
2025-05-17 08:28:45,32.41,77.9,1009.9
2025-05-17 08:28:43,32.41,77.89,1009.9
2025-05-17 08:28:43,32.41,77.87,1009.86
2025-05-17 08:28:42,32.43,77.89,1009.91
2025-05-17 08:28:40,32.42,77.88,1009.88
2025-05-17 08:28:39,32.41,77.87,1009.87
2025-05-17 08:28:39,32.42,77.88,1009.87
2025-05-17 08:28:38,32.42,77.89,1009.9
2025-05-17 08:28:38,32.42,77.88,1009.88
2025-05-17 08:28:35,32.42,77.9,1009.88
2025-05-17 08:28:34,32.43,77.9,1009.89
2025-05-17 08:28:33,32.44,77.92,1009.87
2025-05-17 08:28:33,32.44,77.91,1009.89
2025-05-17 08:28:32,32.44,77.91,1009.91
2025-05-17 08:28:30,32.44,77.93,1009.95
2025-05-17 08:28:29,32.43,77.93,1009.88
2025-05-17 08:28:28,32.43,77.93,1009.87
2025-05-17 08:28:27,32.45,77.94,1009.87
2025-05-17 08:28:27,32.44,77.96,1009.89
2025-05-17 08:28:25,32.44,77.94,1009.91
2025-05-17 08:28:24,32.43,77.96,1009.87
2025-05-17 08:28:23,32.43,77.99,1009.89
2025-05-17 08:28:22,32.43,78.0,1009.9
2025-05-17 08:28:21,32.42,77.99,1009.92
2025-05-17 08:28:20,32.41,78.01,1009.87
2025-05-17 08:28:19,32.4,78.04,1009.88
2025-05-17 08:28:18,32.4,78.05,1009.93
2025-05-17 08:28:17,32.4,78.07,1009.89
2025-05-17 08:28:16,32.41,78.08,1009.94
2025-05-17 08:28:15,32.42,78.07,1009.9
2025-05-17 08:28:14,32.43,78.08,1009.9
2025-05-17 08:28:13,32.43,78.08,1009.89
2025-05-17 08:28:12,32.42,78.08,1009.89
2025-05-17 08:28:12,32.43,78.08,1009.93
2025-05-17 08:28:11,32.42,78.09,1009.91
2025-05-17 08:28:09,32.41,78.12,1009.91
2025-05-17 08:28:08,32.41,78.12,1009.91
2025-05-17 08:28:07,32.4,78.15,1009.89
2025-05-17 08:28:07,32.4,78.15,1009.92
2025-05-17 08:28:05,32.4,78.14,1009.9
2025-05-17 08:28:05,32.41,78.13,1009.88
2025-05-17 08:28:04,32.4,78.14,1009.88
2025-05-17 08:28:02,32.39,78.14,1009.88
2025-05-17 08:28:01,32.4,78.15,1009.89
2025-05-17 08:28:00,32.4,78.16,1009.92
2025-05-17 08:27:59,32.4,78.16,1009.92
2025-05-17 08:27:58,32.4,78.16,1009.9
2025-05-17 08:27:57,32.39,78.18,1009.9
2025-05-17 08:27:56,32.4,78.19,1009.91
2025-05-17 08:27:55,32.39,78.21,1009.89
2025-05-17 08:27:54,32.39,78.22,1009.88
2025-05-17 08:27:53,32.39,78.24,1009.89
2025-05-17 08:27:52,32.4,78.27,1009.88
2025-05-17 08:27:52,32.4,78.27,1009.88
2025-05-17 08:27:50,32.39,78.28,1009.87
2025-05-17 08:27:49,32.37,78.32,1009.88
2025-05-17 08:27:49,32.38,78.3,1009.86
2025-05-17 08:27:48,32.38,78.34,1009.9
2025-05-17 08:27:47,32.37,78.37,1009.85
2025-05-17 08:27:45,32.37,78.39,1009.86
2025-05-17 08:27:44,32.36,78.39,1009.89
2025-05-17 08:27:43,32.36,78.44,1009.88
2025-05-17 08:27:42,32.36,78.47,1009.9
2025-05-17 08:27:41,32.35,78.47,1009.91
2025-05-17 08:27:40,32.36,78.48,1009.87
2025-05-17 08:27:39,32.34,78.5,1009.88
2025-05-17 08:27:38,32.33,78.55,1009.86
2025-05-17 08:27:37,32.33,78.54,1009.91
2025-05-17 08:27:36,32.33,78.54,1009.88
2025-05-17 08:27:35,32.32,78.57,1009.89
2025-05-17 08:27:34,32.31,78.61,1009.87
2025-05-17 08:27:33,32.31,78.63,1009.86
2025-05-17 08:27:32,32.3,78.63,1009.88
2025-05-17 08:27:31,32.3,78.65,1009.87
2025-05-17 08:27:30,32.3,78.69,1009.88
2025-05-17 08:27:29,32.3,78.73,1009.87
2025-05-17 08:27:28,32.31,78.82,1009.92
2025-05-17 08:27:27,32.31,78.84,1009.9
2025-05-17 08:27:26,32.3,78.83,1009.89
2025-05-17 08:27:25,32.29,78.82,1009.89
2025-05-17 08:27:24,32.28,78.73,1009.88
2025-05-17 08:27:23,32.29,78.57,1009.9
2025-05-17 08:27:23,32.28,78.58,1009.88
2025-05-17 08:27:21,32.31,78.57,1009.91
2025-05-17 08:27:20,32.33,78.59,1009.91
2025-05-17 08:27:19,32.34,78.58,1009.9
2025-05-17 08:27:18,32.34,78.53,1009.92
2025-05-17 08:27:16,32.34,78.55,1009.91
2025-05-17 08:27:15,32.32,78.57,1009.9
2025-05-17 08:27:15,32.35,78.55,1009.9
2025-05-17 08:27:14,32.32,78.62,1009.89
2025-05-17 08:27:13,32.32,78.62,1009.89
2025-05-17 08:27:12,32.31,78.64,1009.87
2025-05-17 08:27:10,32.3,78.64,1009.92
2025-05-17 08:27:09,32.31,78.64,1009.9
2025-05-17 08:27:09,32.3,78.65,1009.9
2025-05-17 08:27:07,32.33,78.64,1009.91
2025-05-17 08:27:07,32.32,78.63,1009.91
2025-05-17 08:27:06,32.32,78.65,1009.89
2025-05-17 08:27:04,32.33,78.64,1009.9
2025-05-17 08:27:03,32.33,78.64,1009.89
2025-05-17 08:27:02,32.33,78.63,1009.88
2025-05-17 08:27:01,32.31,78.64,1009.87
2025-05-17 08:27:00,32.32,78.65,1009.86
2025-05-17 08:26:59,32.33,78.65,1009.92
2025-05-17 08:26:59,32.33,78.64,1009.91
2025-05-17 08:26:58,32.31,78.66,1009.89
2025-05-17 08:26:57,32.31,78.67,1009.93
2025-05-17 08:26:55,32.3,78.68,1009.9
2025-05-17 08:26:54,32.28,78.7,1009.92
2025-05-17 08:26:53,32.28,78.75,1009.91
2025-05-17 08:26:52,32.29,78.74,1009.88
2025-05-17 08:26:51,32.29,78.76,1009.91
2025-05-17 08:26:50,32.3,78.75,1009.9
2025-05-17 08:26:50,32.29,78.75,1009.91
2025-05-17 08:26:48,32.29,78.76,1009.94
2025-05-17 08:26:48,32.29,78.77,1009.93
2025-05-17 08:26:46,32.28,78.78,1009.9
2025-05-17 08:26:46,32.28,78.78,1009.96
2025-05-17 08:26:44,32.3,78.77,1009.88
2025-05-17 08:26:44,32.29,78.77,1009.89
2025-05-17 08:26:42,32.29,78.78,1009.91
2025-05-17 08:26:41,32.28,78.79,1009.89
2025-05-17 08:26:40,32.28,78.79,1009.9
2025-05-17 08:26:40,32.29,78.79,1009.9
2025-05-17 08:26:38,32.28,78.8,1009.86
2025-05-17 08:26:37,32.26,78.81,1009.88
2025-05-17 08:26:36,32.26,78.8,1009.89
2025-05-17 08:26:35,32.28,78.79,1009.9
2025-05-17 08:26:34,32.29,78.78,1009.9
2025-05-17 08:26:34,32.28,78.78,1009.89
2025-05-17 08:26:32,32.29,78.79,1009.92
2025-05-17 08:26:31,32.27,78.79,1009.91
2025-05-17 08:26:30,32.29,78.78,1009.91
2025-05-17 08:26:29,32.3,78.77,1009.9
2025-05-17 08:26:28,32.3,78.78,1009.91
2025-05-17 08:26:27,32.29,78.78,1009.88
2025-05-17 08:26:26,32.28,78.79,1009.89
2025-05-17 08:26:25,32.28,78.78,1009.86
2025-05-17 08:26:24,32.27,78.8,1009.88
2025-05-17 08:26:23,32.27,78.8,1009.86
2025-05-17 08:26:22,32.28,78.79,1009.87
2025-05-17 08:26:21,32.29,78.79,1009.86
2025-05-17 08:26:20,32.29,78.79,1009.9
2025-05-17 08:26:19,32.29,78.79,1009.88
2025-05-17 08:26:18,32.29,78.81,1009.86
2025-05-17 08:26:17,32.29,78.81,1009.88
2025-05-17 08:26:16,32.29,78.8,1009.91
2025-05-17 08:26:15,32.28,78.8,1009.88
2025-05-17 08:26:14,32.28,78.83,1009.85
2025-05-17 08:26:13,32.28,78.85,1009.89
2025-05-17 08:26:12,32.27,78.87,1009.86
2025-05-17 08:26:11,32.26,78.89,1009.87
2025-05-17 08:26:10,32.25,78.9,1009.86
2025-05-17 08:26:09,32.24,78.89,1009.87
2025-05-17 08:26:08,32.24,78.89,1009.88
2025-05-17 08:26:07,32.24,78.89,1009.89
2025-05-17 08:26:06,32.24,78.88,1009.87
2025-05-17 08:26:05,32.25,78.89,1009.89
2025-05-17 08:26:04,32.24,78.9,1009.86
2025-05-17 08:26:03,32.23,78.9,1009.88
2025-05-17 08:26:02,32.24,78.9,1009.87
2025-05-17 08:26:01,32.24,78.9,1009.87
2025-05-17 08:26:00,32.25,78.89,1009.86
2025-05-17 08:25:59,32.26,78.89,1009.89
2025-05-17 08:25:58,32.26,78.9,1009.87
2025-05-17 08:25:57,32.24,78.9,1009.86
2025-05-17 08:25:56,32.24,78.9,1009.9
2025-05-17 08:25:55,32.24,78.91,1009.88
2025-05-17 08:25:54,32.24,78.92,1009.87
2025-05-17 08:25:53,32.25,78.91,1009.9
2025-05-17 08:25:52,32.25,78.91,1009.91
2025-05-17 08:25:51,32.26,78.9,1009.91
2025-05-17 08:25:51,32.25,78.9,1009.87
2025-05-17 08:25:50,32.27,78.91,1009.89
2025-05-17 08:25:50,32.27,78.91,1009.9
2025-05-17 08:25:49,32.25,78.93,1009.87
2025-05-17 08:25:49,32.26,78.93,1009.86
2025-05-17 08:25:48,32.26,78.94,1009.87
2025-05-17 08:25:48,32.25,78.93,1009.91
2025-05-17 08:25:47,32.28,78.92,1009.89
2025-05-17 08:25:46,32.31,78.93,1009.85
2025-05-17 08:25:46,32.29,78.92,1009.86
2025-05-17 08:25:45,32.25,78.94,1009.91
2025-05-17 08:25:45,32.26,79.0,1009.88
2025-05-17 08:25:45,32.3,78.97,1009.9
2025-05-17 08:25:44,32.26,78.91,1009.88
2025-05-17 08:25:44,32.25,78.92,1009.94
2025-05-17 08:25:44,32.24,78.92,1009.88
2025-05-17 08:25:43,32.24,78.91,1009.91
2025-05-17 08:25:43,32.25,78.9,1009.92
2025-05-17 08:25:42,32.24,78.89,1009.89
2025-05-17 08:25:42,32.24,78.89,1009.9
2025-05-17 08:25:41,32.25,78.87,1009.9
2025-05-17 08:25:41,32.25,78.88,1009.91
2025-05-17 08:25:41,32.25,78.88,1009.89
2025-05-17 08:25:40,32.24,78.85,1009.9
2025-05-17 08:25:39,32.25,78.85,1009.9
2025-05-17 08:25:39,32.26,78.81,1009.91
2025-05-17 08:25:39,32.26,78.83,1009.89
2025-05-17 08:25:39,32.25,78.85,1009.9
2025-05-17 08:25:26,32.26,78.83,1009.89
2025-05-17 08:25:22,32.27,78.8,1009.89
2025-05-17 08:23:42,32.24,78.78,1009.86
2025-05-17 08:23:42,32.25,78.78,1009.88
2025-05-17 08:23:42,32.25,78.78,1009.88
2025-05-17 08:23:41,32.24,78.78,1009.86
2025-05-17 08:23:41,32.24,78.76,1009.87
2025-05-17 08:23:40,32.24,78.76,1009.87
2025-05-17 08:23:39,32.24,78.76,1009.89
2025-05-17 08:23:39,32.24,78.76,1009.89
2025-05-17 08:23:38,32.24,78.76,1009.88
2025-05-17 08:23:38,32.24,78.76,1009.88
2025-05-17 08:23:37,32.24,78.76,1009.87
2025-05-17 08:23:37,32.24,78.76,1009.87
2025-05-17 08:23:36,32.25,78.79,1009.88
2025-05-17 08:23:36,32.25,78.79,1009.88
2025-05-17 08:23:35,32.25,78.8,1009.86
2025-05-17 08:23:35,32.25,78.8,1009.86
2025-05-17 08:23:34,32.24,78.8,1009.86
2025-05-17 08:23:34,32.24,78.8,1009.86
2025-05-17 08:23:33,32.24,78.81,1009.87
2025-05-17 08:23:33,32.24,78.81,1009.87
2025-05-17 08:23:32,32.24,78.8,1009.87
2025-05-17 08:23:32,32.24,78.8,1009.87
2025-05-17 08:23:31,32.23,78.81,1009.87
2025-05-17 08:23:31,32.23,78.81,1009.87
2025-05-17 08:23:30,32.23,78.79,1009.85
2025-05-17 08:23:30,32.23,78.79,1009.85
2025-05-17 08:23:29,32.23,78.78,1009.89
2025-05-17 08:23:29,32.23,78.78,1009.89
2025-05-17 08:23:28,32.21,78.79,1009.89
2025-05-17 08:23:28,32.21,78.79,1009.89
2025-05-17 08:23:27,32.21,78.78,1009.88
2025-05-17 08:23:27,32.21,78.78,1009.88
2025-05-17 08:23:26,32.21,78.77,1009.92
2025-05-17 08:23:26,32.21,78.77,1009.92
2025-05-17 08:23:25,32.22,78.72,1009.91
2025-05-17 08:23:25,32.22,78.72,1009.91
2025-05-17 08:23:24,32.21,78.71,1009.88
2025-05-17 08:23:24,32.21,78.71,1009.88
2025-05-17 08:23:23,32.24,78.69,1009.88
2025-05-17 08:23:23,32.24,78.69,1009.88
2025-05-17 08:23:22,32.24,78.69,1009.91
2025-05-17 08:23:22,32.24,78.69,1009.91
2025-05-17 08:23:21,32.26,78.67,1009.9
2025-05-17 08:23:21,32.26,78.67,1009.9
2025-05-17 08:23:20,32.26,78.67,1009.88
2025-05-17 08:23:20,32.26,78.67,1009.88
2025-05-17 08:23:19,32.26,78.65,1009.89
2025-05-17 08:23:19,32.26,78.65,1009.89
2025-05-17 08:23:18,32.26,78.66,1009.88
2025-05-17 08:23:18,32.26,78.66,1009.88
2025-05-17 08:23:17,32.26,78.64,1009.89
2025-05-17 08:23:17,32.26,78.64,1009.89
2025-05-17 08:23:16,32.28,78.64,1009.84
2025-05-17 08:23:16,32.28,78.64,1009.84
2025-05-17 08:23:15,32.29,78.65,1009.88
2025-05-17 08:23:15,32.29,78.65,1009.88
2025-05-17 08:23:14,32.29,78.65,1009.89
2025-05-17 08:23:14,32.29,78.65,1009.89
2025-05-17 08:23:13,32.28,78.65,1009.87
2025-05-17 08:23:13,32.28,78.65,1009.87
2025-05-17 08:23:12,32.28,78.66,1009.85
2025-05-17 08:23:12,32.28,78.66,1009.85
2025-05-17 08:23:11,32.28,78.66,1009.86
2025-05-17 08:23:11,32.28,78.66,1009.86
2025-05-17 08:23:10,32.27,78.65,1009.88
2025-05-17 08:23:10,32.27,78.65,1009.88
2025-05-17 08:23:09,32.26,78.66,1009.88
2025-05-17 08:23:09,32.26,78.66,1009.88
2025-05-17 08:23:08,32.27,78.68,1009.87
2025-05-17 08:23:08,32.27,78.68,1009.87
2025-05-17 08:23:07,32.26,78.67,1009.84
2025-05-17 08:23:07,32.26,78.67,1009.84
2025-05-17 08:23:06,32.27,78.65,1009.85
2025-05-17 08:23:06,32.27,78.65,1009.85
2025-05-17 08:23:05,32.28,78.63,1009.86
2025-05-17 08:23:05,32.28,78.63,1009.86
2025-05-17 08:23:04,32.29,78.62,1009.89
2025-05-17 08:23:04,32.29,78.62,1009.89
2025-05-17 08:23:03,32.29,78.64,1009.88
2025-05-17 08:23:03,32.29,78.64,1009.88
2025-05-17 08:23:02,32.29,78.64,1009.86
2025-05-17 08:23:02,32.29,78.64,1009.86
2025-05-17 08:23:01,32.29,78.65,1009.87
2025-05-17 08:23:01,32.29,78.65,1009.87
2025-05-17 08:23:00,32.29,78.65,1009.86
2025-05-17 08:23:00,32.29,78.65,1009.86
2025-05-17 08:22:59,32.29,78.65,1009.87
2025-05-17 08:22:59,32.29,78.65,1009.87
2025-05-17 08:22:58,32.28,78.66,1009.84
2025-05-17 08:22:58,32.28,78.66,1009.84
2025-05-17 08:22:57,32.28,78.68,1009.85
2025-05-17 08:22:57,32.28,78.68,1009.85
2025-05-17 08:22:56,32.27,78.69,1009.86
2025-05-17 08:22:56,32.27,78.69,1009.86
2025-05-17 08:22:55,32.25,78.69,1009.85
2025-05-17 08:22:55,32.25,78.69,1009.85
2025-05-17 08:22:54,32.25,78.7,1009.87
2025-05-17 08:22:54,32.25,78.7,1009.87
2025-05-17 08:22:53,32.24,78.68,1009.85
2025-05-17 08:22:53,32.24,78.68,1009.85
2025-05-17 08:22:52,32.25,78.67,1009.88
2025-05-17 08:22:52,32.25,78.67,1009.88
2025-05-17 08:22:51,32.26,78.69,1009.87
2025-05-17 08:22:51,32.26,78.69,1009.87
2025-05-17 08:22:50,32.26,78.68,1009.9
2025-05-17 08:22:50,32.26,78.68,1009.9
2025-05-17 08:22:49,32.26,78.69,1009.86
2025-05-17 08:22:49,32.26,78.69,1009.86
2025-05-17 08:22:48,32.25,78.7,1009.88
2025-05-17 08:22:48,32.25,78.7,1009.88
2025-05-17 08:22:47,32.24,78.71,1009.89
2025-05-17 08:22:47,32.24,78.71,1009.89
2025-05-17 08:22:45,32.24,78.72,1009.87
2025-05-17 08:22:45,32.24,78.72,1009.87
2025-05-17 08:22:45,32.24,78.71,1009.89
2025-05-17 08:22:45,32.24,78.71,1009.89
2025-05-17 08:22:44,32.23,78.71,1009.85
2025-05-17 08:22:44,32.23,78.71,1009.86
2025-05-17 08:22:43,32.23,78.74,1009.87
2025-05-17 08:22:43,32.23,78.71,1009.86
2025-05-17 08:22:42,32.23,78.74,1009.87
2025-05-17 08:22:42,32.23,78.71,1009.85
2025-05-17 08:22:40,32.23,78.74,1009.87
2025-05-17 08:22:40,32.23,78.74,1009.87
2025-05-17 08:22:39,32.23,78.75,1009.91
2025-05-17 08:22:39,32.23,78.75,1009.91
2025-05-17 08:22:38,32.19,78.73,1009.91
2025-05-17 08:22:38,32.21,78.76,1009.87
2025-05-17 08:22:38,32.21,78.76,1009.87
2025-05-17 08:22:37,32.19,78.73,1009.91
2025-05-17 08:22:36,32.19,78.71,1009.9
2025-05-17 08:22:36,32.19,78.71,1009.9
