Waktu,Suhu (°C),Kelembapan (%),Tekanan (hPa)
2025-05-17 03:36:55,31.11,79.2,1008.26
2025-05-17 03:36:55,31.11,79.21,1008.26
2025-05-17 03:36:53,31.11,79.21,1008.3
2025-05-17 03:36:52,31.09,79.22,1008.25
2025-05-17 03:36:51,31.07,79.21,1008.25
2025-05-17 03:36:50,31.11,79.21,1008.26
2025-05-17 03:36:49,31.1,79.22,1008.27
2025-05-17 03:36:48,31.15,79.23,1008.25
2025-05-17 03:36:47,31.13,79.26,1008.23
2025-05-17 03:36:46,31.09,79.3,1008.23
2025-05-17 03:36:45,31.09,79.3,1008.27
2025-05-17 03:36:44,31.08,79.31,1008.27
2025-05-17 03:36:43,31.09,79.32,1008.24
2025-05-17 03:36:42,31.09,79.33,1008.27
2025-05-17 03:36:41,31.08,79.35,1008.25
2025-05-17 03:36:40,31.09,79.34,1008.26
2025-05-17 03:36:39,31.09,79.35,1008.26
2025-05-17 03:36:38,31.08,79.35,1008.24
2025-05-17 03:36:37,31.04,79.38,1008.29
2025-05-17 03:36:36,31.03,79.38,1008.26
2025-05-17 03:36:35,31.02,79.41,1008.26
2025-05-17 03:36:34,31.01,79.4,1008.26
2025-05-17 03:36:33,31.01,79.39,1008.28
2025-05-17 03:36:32,31.0,79.37,1008.25
2025-05-17 03:36:31,31.0,79.38,1008.23
2025-05-17 03:36:30,30.99,79.38,1008.25
2025-05-17 03:36:29,30.99,79.38,1008.26
2025-05-17 03:36:28,30.99,79.38,1008.25
2025-05-17 03:36:27,30.99,79.37,1008.24
2025-05-17 03:36:26,30.98,79.37,1008.24
2025-05-17 03:36:25,30.99,79.35,1008.25
2025-05-17 03:36:24,30.99,79.35,1008.24
2025-05-17 03:36:23,30.99,79.34,1008.23
2025-05-17 03:36:22,30.98,79.33,1008.23
2025-05-17 03:36:21,30.97,79.32,1008.24
2025-05-17 03:36:20,30.98,79.33,1008.25
2025-05-17 03:36:19,30.99,79.31,1008.25
2025-05-17 03:36:18,30.97,79.29,1008.22
2025-05-17 03:36:17,30.98,79.28,1008.24
2025-05-17 03:36:16,30.96,79.26,1008.26
2025-05-17 03:36:15,30.96,79.24,1008.26
2025-05-17 03:36:14,31.0,79.2,1008.26
2025-05-17 03:36:13,31.02,79.17,1008.25
2025-05-17 03:36:12,31.05,79.16,1008.3
2025-05-17 03:36:11,31.08,79.13,1008.26
2025-05-17 03:36:10,31.06,79.14,1008.27
2025-05-17 03:36:09,31.05,79.11,1008.27
2025-05-17 03:36:08,31.07,79.08,1008.28
2025-05-17 03:36:07,31.1,79.05,1008.26
2025-05-17 03:36:06,31.14,79.04,1008.27
2025-05-17 03:36:05,31.17,79.03,1008.24
2025-05-17 03:36:04,31.18,79.03,1008.23
2025-05-17 03:36:03,31.19,79.04,1008.25
2025-05-17 03:36:02,31.18,79.08,1008.27
2025-05-17 03:36:01,31.17,79.09,1008.22
2025-05-17 03:36:00,31.16,79.09,1008.22
2025-05-17 03:35:59,31.16,79.08,1008.25
2025-05-17 03:35:58,31.16,79.09,1008.26
2025-05-17 03:35:57,31.17,79.09,1008.24
2025-05-17 03:35:56,31.18,79.1,1008.24
2025-05-17 03:35:55,31.19,79.09,1008.24
2025-05-17 03:35:54,31.19,79.09,1008.24
2025-05-17 03:35:53,31.2,79.09,1008.24
2025-05-17 03:35:52,31.21,79.12,1008.24
2025-05-17 03:35:51,31.18,79.14,1008.24
2025-05-17 03:35:50,31.17,79.18,1008.23
2025-05-17 03:35:49,31.14,79.18,1008.25
2025-05-17 03:35:48,31.11,79.21,1008.24
2025-05-17 03:35:47,31.11,79.21,1008.25
2025-05-17 03:35:46,31.12,79.2,1008.21
2025-05-17 03:35:45,31.13,79.2,1008.21
2025-05-17 03:35:44,31.13,79.18,1008.23
2025-05-17 03:35:43,31.14,79.18,1008.23
2025-05-17 03:35:42,31.13,79.16,1008.24
2025-05-17 03:35:41,31.13,79.15,1008.24
2025-05-17 03:35:40,31.16,79.15,1008.25
2025-05-17 03:35:39,31.15,79.18,1008.25
2025-05-17 03:35:38,31.14,79.19,1008.23
2025-05-17 03:35:37,31.13,79.2,1008.25
2025-05-17 03:35:36,31.12,79.24,1008.25
2025-05-17 03:35:35,31.11,79.26,1008.25
2025-05-17 03:35:34,31.13,79.26,1008.25
2025-05-17 03:35:33,31.12,79.26,1008.26
2025-05-17 03:35:32,31.12,79.25,1008.25
2025-05-17 03:35:30,31.11,79.27,1008.28
2025-05-17 03:35:29,31.09,79.26,1008.24
2025-05-17 03:35:29,31.1,79.28,1008.25
2025-05-17 03:35:27,31.09,79.25,1008.26
2025-05-17 03:35:26,31.09,79.24,1008.23
2025-05-17 03:35:25,31.09,79.23,1008.25
2025-05-17 03:35:25,31.09,79.24,1008.24
2025-05-17 03:35:23,31.09,79.25,1008.25
2025-05-17 03:35:22,31.07,79.25,1008.26
2025-05-17 03:35:21,31.08,79.24,1008.26
2025-05-17 03:35:20,31.09,79.24,1008.26
2025-05-17 03:35:19,31.1,79.25,1008.27
2025-05-17 03:35:18,31.11,79.26,1008.3
2025-05-17 03:35:17,31.09,79.26,1008.26
2025-05-17 03:35:16,31.09,79.26,1008.25
2025-05-17 03:35:15,31.09,79.28,1008.23
2025-05-17 03:35:14,31.09,79.29,1008.24
2025-05-17 03:35:13,31.08,79.31,1008.24
2025-05-17 03:35:12,31.07,79.33,1008.24
2025-05-17 03:35:11,31.05,79.36,1008.28
2025-05-17 03:35:10,31.04,79.38,1008.27
2025-05-17 03:35:09,31.02,79.38,1008.26
2025-05-17 03:35:08,31.02,79.39,1008.25
2025-05-17 03:35:07,31.01,79.37,1008.27
2025-05-17 03:35:06,30.98,79.38,1008.24
2025-05-17 03:35:05,30.98,79.38,1008.24
2025-05-17 03:35:04,30.98,79.38,1008.24
2025-05-17 03:35:03,30.97,79.37,1008.24
2025-05-17 03:35:02,30.95,79.36,1008.23
2025-05-17 03:35:01,30.95,79.34,1008.23
2025-05-17 03:35:00,30.96,79.34,1008.26
2025-05-17 03:34:59,30.97,79.32,1008.24
2025-05-17 03:34:58,30.97,79.29,1008.26
2025-05-17 03:34:57,30.99,79.27,1008.27
2025-05-17 03:34:56,31.02,79.24,1008.27
2025-05-17 03:34:55,31.05,79.21,1008.26
2025-05-17 03:34:54,31.07,79.19,1008.25
2025-05-17 03:34:53,31.09,79.19,1008.27
2025-05-17 03:34:52,31.13,79.18,1008.27
2025-05-17 03:34:51,31.14,79.19,1008.26
2025-05-17 03:34:50,31.16,79.21,1008.26
2025-05-17 03:34:49,31.13,79.27,1008.25
2025-05-17 03:31:24,30.92,79.3,1008.28
2025-05-17 03:31:23,30.92,79.29,1008.25
2025-05-17 03:31:22,30.93,79.28,1008.27
2025-05-17 03:31:21,30.92,79.25,1008.25
2025-05-17 03:31:20,30.91,79.24,1008.27
2025-05-17 03:31:19,30.89,79.22,1008.27
2025-05-17 03:31:18,30.9,79.2,1008.26
2025-05-17 03:31:17,30.89,79.19,1008.25
2025-05-17 03:31:16,30.88,79.16,1008.27
2025-05-17 03:31:15,30.89,79.13,1008.26
2025-05-17 03:31:14,30.88,79.09,1008.27
2025-05-17 03:31:13,30.91,79.05,1008.26
2025-05-17 03:31:12,30.92,79.02,1008.23
2025-05-17 03:31:11,30.94,78.97,1008.23
2025-05-17 03:31:10,30.95,78.92,1008.25
2025-05-17 03:31:09,30.98,78.86,1008.25
2025-05-17 03:31:08,31.02,78.81,1008.26
2025-05-17 03:31:07,31.05,78.76,1008.25
2025-05-17 03:31:06,31.07,78.71,1008.27
2025-05-17 03:31:05,31.1,78.67,1008.24
2025-05-17 03:31:04,31.12,78.63,1008.24
2025-05-17 03:31:03,31.14,78.6,1008.23
2025-05-17 03:31:02,31.17,78.57,1008.24
2025-05-17 03:31:00,31.23,78.53,1008.24
2025-05-17 03:30:59,31.23,78.54,1008.25
2025-05-17 03:30:58,31.23,78.55,1008.26
2025-05-17 03:30:57,31.24,78.54,1008.24
2025-05-17 03:30:56,31.26,78.53,1008.26
2025-05-17 03:30:55,31.24,78.52,1008.24
2025-05-17 03:30:54,31.21,78.52,1008.25
2025-05-17 03:30:53,31.26,78.5,1008.25
2025-05-17 03:30:52,31.28,78.51,1008.23
2025-05-17 03:30:51,31.29,78.54,1008.22
2025-05-17 03:30:50,31.28,78.55,1008.24
2025-05-17 03:30:49,31.28,78.58,1008.25
2025-05-17 03:30:48,31.27,78.57,1008.22
2025-05-17 03:30:47,31.24,78.59,1008.25
2025-05-17 03:30:46,31.25,78.57,1008.22
2025-05-17 03:30:45,31.25,78.58,1008.24
2025-05-17 03:30:44,31.24,78.6,1008.21
2025-05-17 03:30:43,31.21,78.61,1008.22
2025-05-17 03:30:42,31.21,78.61,1008.25
2025-05-17 03:30:41,31.2,78.63,1008.26
2025-05-17 03:30:40,31.18,78.62,1008.26
2025-05-17 03:30:39,31.21,78.6,1008.21
2025-05-17 03:30:38,31.22,78.61,1008.23
2025-05-17 03:30:37,31.23,78.61,1008.22
2025-05-17 03:30:36,31.23,78.62,1008.24
2025-05-17 03:30:35,31.2,78.63,1008.22
2025-05-17 03:30:34,31.19,78.64,1008.25
2025-05-17 03:30:33,31.2,78.62,1008.24
2025-05-17 03:30:32,31.21,78.61,1008.25
2025-05-17 03:30:31,31.21,78.59,1008.24
2025-05-17 03:30:30,31.21,78.61,1008.24
2025-05-17 03:30:29,31.21,78.6,1008.25
2025-05-17 03:30:28,31.21,78.6,1008.25
2025-05-17 03:30:27,31.21,78.59,1008.23
2025-05-17 03:30:26,31.23,78.6,1008.26
2025-05-17 03:30:25,31.22,78.6,1008.25
2025-05-17 03:30:24,31.2,78.61,1008.23
2025-05-17 03:30:23,31.19,78.59,1008.22
2025-05-17 03:30:22,31.19,78.58,1008.22
2025-05-17 03:30:21,31.21,78.55,1008.23
2025-05-17 03:30:20,31.22,78.55,1008.24
2025-05-17 03:30:19,31.22,78.55,1008.25
2025-05-17 03:30:18,31.21,78.55,1008.23
2025-05-17 03:30:17,31.22,78.54,1008.22
2025-05-17 03:30:16,31.24,78.55,1008.21
2025-05-17 03:30:15,31.25,78.56,1008.23
2025-05-17 03:30:14,31.24,78.56,1008.2
2025-05-17 03:30:13,31.25,78.55,1008.21
2025-05-17 03:30:12,31.23,78.55,1008.23
2025-05-17 03:30:11,31.23,78.55,1008.2
2025-05-17 03:30:10,31.22,78.55,1008.25
2025-05-17 03:30:09,31.22,78.54,1008.26
2025-05-17 03:30:08,31.23,78.53,1008.25
2025-05-17 03:30:07,31.23,78.52,1008.22
2025-05-17 03:30:06,31.25,78.52,1008.22
2025-05-17 03:30:05,31.24,78.52,1008.25
2025-05-17 03:30:04,31.24,78.52,1008.23
2025-05-17 03:30:03,31.25,78.5,1008.22
2025-05-17 03:30:02,31.23,78.5,1008.21
2025-05-17 03:30:01,31.22,78.51,1008.25
2025-05-17 03:30:00,31.24,78.49,1008.26
2025-05-17 03:29:59,31.25,78.5,1008.22
2025-05-17 03:29:58,31.25,78.5,1008.23
2025-05-17 03:29:57,31.26,78.49,1008.22
2025-05-17 03:29:56,31.26,78.47,1008.24
2025-05-17 03:29:55,31.26,78.48,1008.25
2025-05-17 03:29:54,31.26,78.48,1008.24
2025-05-17 03:29:53,31.26,78.48,1008.19
2025-05-17 03:29:52,31.26,78.48,1008.22
2025-05-17 03:29:51,31.25,78.5,1008.22
2025-05-17 03:29:50,31.25,78.49,1008.24
2025-05-17 03:29:49,31.24,78.49,1008.25
2025-05-17 03:29:48,31.25,78.47,1008.25
2025-05-17 03:29:47,31.26,78.46,1008.26
2025-05-17 03:28:44,31.34,78.36,1008.24
2025-05-17 03:28:43,31.33,78.36,1008.22
2025-05-17 03:28:42,31.34,78.36,1008.21
2025-05-17 03:28:41,31.34,78.36,1008.24
2025-05-17 03:28:40,31.36,78.36,1008.23
2025-05-17 03:28:39,31.34,78.39,1008.22
2025-05-17 03:28:38,31.33,78.4,1008.24
2025-05-17 03:28:37,31.34,78.42,1008.25
2025-05-17 03:28:36,31.34,78.43,1008.26
2025-05-17 03:28:35,31.34,78.4,1008.21
2025-05-17 03:28:34,31.35,78.41,1008.23
2025-05-17 03:28:33,31.36,78.4,1008.23
2025-05-17 03:28:32,31.37,78.39,1008.24
2025-05-17 03:28:31,31.38,78.39,1008.2
2025-05-17 03:28:30,31.4,78.39,1008.24
2025-05-17 03:28:29,31.39,78.44,1008.23
2025-05-17 03:28:28,31.36,78.46,1008.23
2025-05-17 03:28:27,31.33,78.5,1008.22
2025-05-17 03:28:26,31.3,78.53,1008.23
2025-05-17 03:28:25,31.27,78.55,1008.22
2025-05-17 03:28:24,31.27,78.54,1008.22
2025-05-17 03:28:23,31.33,78.54,1008.21
2025-05-17 03:28:22,31.33,78.56,1008.24
2025-05-17 03:28:21,31.31,78.58,1008.21
2025-05-17 03:28:20,31.31,78.6,1008.24
2025-05-17 03:28:19,31.3,78.64,1008.22
2025-05-17 03:28:18,31.29,78.65,1008.24
2025-05-17 03:28:17,31.28,78.66,1008.23
2025-05-17 03:28:16,31.28,78.66,1008.24
2025-05-17 03:28:15,31.27,78.67,1008.24
2025-05-17 03:28:14,31.27,78.68,1008.24
2025-05-17 03:28:13,31.28,78.7,1008.22
2025-05-17 03:28:12,31.28,78.71,1008.26
2025-05-17 03:28:11,31.26,78.74,1008.23
2025-05-17 03:28:10,31.24,78.77,1008.24
2025-05-17 03:28:09,31.24,78.79,1008.21
2025-05-17 03:28:08,31.22,78.82,1008.21
2025-05-17 03:28:07,31.19,78.83,1008.22
2025-05-17 03:28:06,31.18,78.86,1008.25
2025-05-17 03:28:05,31.18,78.85,1008.25
2025-05-17 03:28:04,31.18,78.86,1008.26
2025-05-17 03:28:03,31.17,78.87,1008.21
2025-05-17 03:28:02,31.18,78.87,1008.24
2025-05-17 03:28:01,31.19,78.89,1008.25
2025-05-17 03:28:00,31.18,78.9,1008.25
2025-05-17 03:27:59,31.16,78.93,1008.23
2025-05-17 03:27:58,31.17,78.95,1008.25
2025-05-17 03:27:56,31.18,78.97,1008.23
2025-05-17 03:27:55,31.17,78.96,1008.24
2025-05-17 03:27:54,31.16,78.97,1008.24
2025-05-17 03:27:53,31.15,78.95,1008.25
2025-05-17 03:27:52,31.14,78.96,1008.24
2025-05-17 03:27:51,31.14,78.91,1008.25
2025-05-17 03:27:50,31.13,78.93,1008.24
2025-05-17 03:27:49,31.11,78.94,1008.25
2025-05-17 03:27:48,31.11,78.96,1008.23
2025-05-17 03:27:47,31.11,78.95,1008.25
2025-05-17 03:27:46,31.1,78.97,1008.25
2025-05-17 03:27:45,31.1,78.97,1008.23
2025-05-17 03:27:44,31.1,78.97,1008.25
2025-05-17 03:27:43,31.07,78.98,1008.23
2025-05-17 03:27:42,31.06,78.99,1008.24
2025-05-17 03:27:41,31.06,78.99,1008.26
2025-05-17 03:27:40,31.07,78.97,1008.22
2025-05-17 03:27:39,31.06,78.96,1008.23
2025-05-17 03:27:38,31.05,78.94,1008.23
2025-05-17 03:27:37,31.04,78.93,1008.24
2025-05-17 03:27:36,31.04,78.92,1008.25
2025-05-17 03:27:35,31.03,78.91,1008.22
2025-05-17 03:27:34,31.03,78.88,1008.26
2025-05-17 03:27:33,31.04,78.86,1008.24
2025-05-17 03:27:32,31.06,78.84,1008.24
2025-05-17 03:27:31,31.06,78.82,1008.22
2025-05-17 03:27:30,31.07,78.81,1008.22
2025-05-17 03:27:29,31.07,78.79,1008.23
2025-05-17 03:27:28,31.06,78.79,1008.23
2025-05-17 03:27:27,31.1,78.74,1008.22
2025-05-17 03:27:27,31.07,78.76,1008.2
2025-05-17 03:27:25,31.11,78.7,1008.2
2025-05-17 03:27:24,31.11,78.69,1008.23
2025-05-17 03:27:23,31.1,78.67,1008.21
2025-05-17 03:27:22,31.09,78.64,1008.22
2025-05-17 03:27:21,31.12,78.6,1008.27
2025-05-17 03:27:20,31.13,78.57,1008.22
2025-05-17 03:27:19,31.15,78.53,1008.24
2025-05-17 03:27:18,31.17,78.5,1008.23
2025-05-17 03:27:17,31.18,78.47,1008.24
2025-05-17 03:27:16,31.19,78.44,1008.24
2025-05-17 03:27:15,31.23,78.41,1008.22
2025-05-17 03:27:14,31.31,78.34,1008.23
2025-05-17 03:27:14,31.28,78.36,1008.24
2025-05-17 03:27:12,31.3,78.34,1008.2
2025-05-17 03:27:11,31.31,78.33,1008.22
2025-05-17 03:27:10,31.36,78.32,1008.22
2025-05-17 03:27:09,31.37,78.31,1008.21
2025-05-17 03:27:08,31.35,78.36,1008.24
2025-05-17 03:27:07,31.38,78.34,1008.23
2025-05-17 03:27:06,31.37,78.36,1008.24
2025-05-17 03:27:05,31.36,78.4,1008.24
2025-05-17 03:27:04,31.36,78.41,1008.23
2025-05-17 03:27:03,31.36,78.42,1008.24
2025-05-17 03:27:02,31.35,78.43,1008.21
2025-05-17 03:27:01,31.36,78.44,1008.24
2025-05-17 03:26:45,31.18,78.67,1008.22
2025-05-17 03:26:44,31.18,78.66,1008.19
2025-05-17 03:26:43,31.19,78.63,1008.2
2025-05-17 03:26:42,31.2,78.61,1008.18
2025-05-17 03:26:41,31.2,78.61,1008.2
2025-05-17 03:26:40,31.21,78.61,1008.22
2025-05-17 03:26:39,31.22,78.59,1008.2
2025-05-17 03:26:38,31.22,78.58,1008.18
2025-05-17 03:26:37,31.23,78.57,1008.22
2025-05-17 03:26:36,31.24,78.54,1008.21
2025-05-17 03:26:35,31.24,78.51,1008.21
2025-05-17 03:26:34,31.26,78.5,1008.21
2025-05-17 03:26:33,31.27,78.49,1008.2
2025-05-17 03:26:32,31.28,78.5,1008.19
2025-05-17 03:26:31,31.28,78.47,1008.19
2025-05-17 03:26:30,31.29,78.45,1008.2
2025-05-17 03:26:29,31.32,78.44,1008.23
2025-05-17 03:26:28,31.32,78.45,1008.2
2025-05-17 03:26:27,31.32,78.46,1008.2
2025-05-17 03:26:25,31.32,78.47,1008.22
2025-05-17 03:26:24,31.31,78.49,1008.21
2025-05-17 03:26:24,31.3,78.5,1008.2
2025-05-17 03:26:23,31.31,78.5,1008.19
2025-05-17 03:26:21,31.3,78.53,1008.19
2025-05-17 03:26:20,31.3,78.54,1008.22
2025-05-17 03:26:19,31.28,78.55,1008.22
2025-05-17 03:26:18,31.27,78.56,1008.2
2025-05-17 03:26:17,31.26,78.57,1008.21
2025-05-17 03:26:16,31.25,78.59,1008.19
2025-05-17 03:26:16,31.26,78.58,1008.22
2025-05-17 03:26:14,31.26,78.57,1008.21
2025-05-17 03:26:13,31.26,78.58,1008.21
2025-05-17 03:26:12,31.26,78.58,1008.21
2025-05-17 03:26:11,31.27,78.58,1008.23
2025-05-17 03:26:10,31.28,78.55,1008.22
2025-05-17 03:26:09,31.29,78.54,1008.21
2025-05-17 03:26:08,31.28,78.55,1008.22
2025-05-17 03:26:07,31.29,78.55,1008.22
2025-05-17 03:26:06,31.29,78.57,1008.23
2025-05-17 03:26:05,31.28,78.58,1008.19
2025-05-17 03:26:04,31.29,78.59,1008.21
2025-05-17 03:26:03,31.28,78.6,1008.21
2025-05-17 03:26:02,31.23,78.65,1008.18
2025-05-17 03:26:01,31.26,78.64,1008.2
2025-05-17 03:26:00,31.22,78.68,1008.19
2025-05-17 03:25:59,31.19,78.69,1008.22
2025-05-17 03:25:58,31.18,78.68,1008.21
2025-05-17 03:25:57,31.18,78.69,1008.22
2025-05-17 03:25:56,31.2,78.7,1008.2
2025-05-17 03:25:55,31.17,78.7,1008.2
2025-05-17 03:25:54,31.17,78.7,1008.21
2025-05-17 03:25:53,31.19,78.71,1008.2
2025-05-17 03:25:52,31.14,78.72,1008.2
2025-05-17 03:25:51,31.12,78.71,1008.22
2025-05-17 03:25:50,31.13,78.66,1008.24
2025-05-17 03:25:49,31.17,78.65,1008.21
2025-05-17 03:25:48,31.17,78.64,1008.23
2025-05-17 03:25:47,31.18,78.61,1008.2
2025-05-17 03:25:46,31.19,78.57,1008.2
2025-05-17 03:25:45,31.2,78.54,1008.21
2025-05-17 03:25:44,31.21,78.52,1008.18
2025-05-17 03:25:43,31.24,78.52,1008.18
2025-05-17 03:25:42,31.26,78.5,1008.2
2025-05-17 03:25:41,31.27,78.49,1008.19
2025-05-17 03:25:40,31.27,78.47,1008.2
2025-05-17 03:25:39,31.29,78.48,1008.19
2025-05-17 03:25:38,31.31,78.46,1008.2
2025-05-17 03:25:37,31.33,78.46,1008.23
2025-05-17 03:25:36,31.34,78.45,1008.23
2025-05-17 03:25:35,31.33,78.46,1008.21
2025-05-17 03:25:34,31.33,78.46,1008.22
2025-05-17 03:25:33,31.33,78.44,1008.2
2025-05-17 03:25:32,31.32,78.41,1008.2
2025-05-17 03:25:31,31.33,78.4,1008.23
2025-05-17 03:25:30,31.33,78.39,1008.18
2025-05-17 03:25:29,31.31,78.4,1008.2
2025-05-17 03:25:28,31.32,78.39,1008.21
2025-05-17 03:25:27,31.35,78.37,1008.22
2025-05-17 03:25:26,31.37,78.38,1008.21
2025-05-17 03:25:25,31.41,78.38,1008.18
2025-05-17 03:25:24,31.39,78.4,1008.22
2025-05-17 03:25:23,31.35,78.42,1008.2
2025-05-17 03:25:22,31.36,78.43,1008.2
2025-05-17 03:25:21,31.37,78.43,1008.2
2025-05-17 03:25:20,31.39,78.42,1008.18
2025-05-17 03:25:19,31.41,78.45,1008.2
2025-05-17 03:25:18,31.4,78.47,1008.2
2025-05-17 03:25:17,31.4,78.47,1008.21
2025-05-17 03:25:16,31.39,78.48,1008.18
2025-05-17 03:25:15,31.39,78.5,1008.2
2025-05-17 03:25:14,31.35,78.52,1008.18
2025-05-17 03:25:13,31.35,78.5,1008.19
2025-05-17 03:25:12,31.36,78.54,1008.22
2025-05-17 03:25:11,31.36,78.57,1008.19
2025-05-17 03:25:10,31.36,78.59,1008.19
2025-05-17 03:25:09,31.34,78.61,1008.19
2025-05-17 03:25:08,31.33,78.62,1008.2
2025-05-17 03:25:07,31.34,78.63,1008.21
2025-05-17 03:25:06,31.3,78.67,1008.19
2025-05-17 03:25:05,31.3,78.67,1008.21
2025-05-17 03:25:04,31.31,78.69,1008.21
2025-05-17 03:25:03,31.32,78.71,1008.18
2025-05-17 03:25:02,31.31,78.72,1008.19
2025-05-17 03:25:01,31.32,78.73,1008.21
2025-05-17 03:25:00,31.32,78.73,1008.19
2025-05-17 03:24:59,31.31,78.73,1008.2
2025-05-17 03:24:58,31.29,78.75,1008.16
2025-05-17 03:24:57,31.3,78.75,1008.19
2025-05-17 03:24:55,31.29,78.77,1008.19
2025-05-17 03:24:54,31.28,78.78,1008.19
2025-05-17 03:24:53,31.28,78.8,1008.18
2025-05-17 03:24:52,31.27,78.81,1008.17
2025-05-17 03:24:51,31.27,78.84,1008.16
2025-05-17 03:24:50,31.25,78.85,1008.2
2025-05-17 03:24:49,31.25,78.87,1008.19
2025-05-17 03:24:48,31.24,78.9,1008.21
2025-05-17 03:24:47,31.22,78.92,1008.17
2025-05-17 03:24:46,31.2,78.95,1008.17
2025-05-17 03:24:45,31.17,78.96,1008.21
2025-05-17 03:24:44,31.16,78.97,1008.22
2025-05-17 03:24:43,31.16,78.96,1008.18
2025-05-17 03:24:42,31.17,78.97,1008.16
2025-05-17 03:24:41,31.16,79.01,1008.18
2025-05-17 03:24:40,31.16,79.02,1008.19
2025-05-17 03:24:39,31.17,78.97,1008.21
2025-05-17 03:24:38,31.19,78.98,1008.19
2025-05-17 03:24:37,31.19,78.98,1008.16
2025-05-17 03:24:36,31.18,78.99,1008.15
2025-05-17 03:24:35,31.19,79.0,1008.19
2025-05-17 03:24:34,31.18,78.98,1008.19
2025-05-17 03:24:33,31.18,78.99,1008.17
2025-05-17 03:24:32,31.17,79.0,1008.16
2025-05-17 03:24:31,31.16,79.03,1008.19
2025-05-17 03:24:30,31.14,79.06,1008.19
2025-05-17 03:24:30,31.15,79.04,1008.14
2025-05-17 03:24:28,31.14,79.07,1008.16
2025-05-17 03:24:27,31.15,79.08,1008.17
2025-05-17 03:24:26,31.14,79.08,1008.19
2025-05-17 03:24:25,31.14,79.06,1008.17
2025-05-17 03:24:24,31.15,79.05,1008.17
2025-05-17 03:24:23,31.17,79.04,1008.18
2025-05-17 03:24:22,31.18,79.03,1008.18
2025-05-17 03:24:21,31.16,79.03,1008.19
2025-05-17 03:24:20,31.2,79.02,1008.19
2025-05-17 03:24:19,31.2,78.99,1008.17
2025-05-17 03:24:18,31.2,78.99,1008.17
2025-05-17 03:24:17,31.18,79.01,1008.17
2025-05-17 03:24:16,31.16,79.01,1008.17
2025-05-17 03:24:15,31.14,79.01,1008.15
2025-05-17 03:24:14,31.15,79.04,1008.19
2025-05-17 03:24:13,31.16,79.06,1008.16
2025-05-17 03:24:12,31.17,79.06,1008.17
2025-05-17 03:24:11,31.18,79.09,1008.17
2025-05-17 03:24:10,31.18,79.06,1008.18
2025-05-17 03:24:09,31.16,79.05,1008.18
2025-05-17 03:24:08,31.16,79.04,1008.18
2025-05-17 03:24:07,31.16,79.07,1008.16
2025-05-17 03:24:06,31.16,79.08,1008.17
2025-05-17 03:24:05,31.16,79.07,1008.18
2025-05-17 03:24:04,31.17,79.08,1008.18
2025-05-17 03:24:03,31.16,79.09,1008.15
2025-05-17 03:24:02,31.15,79.08,1008.18
2025-05-17 03:24:01,31.14,79.06,1008.16
2025-05-17 03:24:00,31.15,79.07,1008.15
2025-05-17 03:23:59,31.14,79.07,1008.17
2025-05-17 03:23:58,31.11,79.09,1008.2
2025-05-17 03:23:57,31.11,79.08,1008.18
2025-05-17 03:23:56,31.13,79.04,1008.19
2025-05-17 03:23:55,31.15,79.04,1008.17
2025-05-17 03:23:54,31.16,79.04,1008.2
2025-05-17 03:23:53,31.17,79.03,1008.22
2025-05-17 03:23:52,31.17,79.04,1008.18
2025-05-17 03:23:51,31.17,79.06,1008.18
2025-05-17 03:19:37,31.3,78.21,1008.15
2025-05-17 03:19:36,31.33,78.18,1008.19
2025-05-17 03:19:35,31.37,78.17,1008.17
2025-05-17 03:19:34,31.39,78.16,1008.19
2025-05-17 03:19:33,31.4,78.17,1008.16
2025-05-17 03:19:32,31.4,78.17,1008.16
2025-05-17 03:19:31,31.41,78.17,1008.2
2025-05-17 03:19:30,31.39,78.19,1008.18
2025-05-17 03:19:29,31.42,78.18,1008.15
2025-05-17 03:19:28,31.42,78.23,1008.15
2025-05-17 03:19:27,31.4,78.23,1008.17
2025-05-17 03:19:26,31.39,78.25,1008.16
2025-05-17 03:19:25,31.4,78.28,1008.15
2025-05-17 03:19:24,31.39,78.28,1008.17
2025-05-17 03:19:23,31.39,78.31,1008.2
2025-05-17 03:19:22,31.37,78.33,1008.17
2025-05-17 03:19:21,31.38,78.34,1008.17
2025-05-17 03:19:20,31.37,78.36,1008.17
2025-05-17 03:19:19,31.36,78.37,1008.17
2025-05-17 03:19:18,31.35,78.38,1008.15
2025-05-17 03:19:17,31.37,78.39,1008.18
2025-05-17 03:19:16,31.35,78.4,1008.2
2025-05-17 03:19:15,31.34,78.38,1008.18
2025-05-17 03:19:14,31.34,78.36,1008.17
2025-05-17 03:19:13,31.34,78.36,1008.15
2025-05-17 03:19:12,31.35,78.36,1008.16
2025-05-17 03:19:11,31.35,78.37,1008.17
2025-05-17 03:19:10,31.36,78.39,1008.16
2025-05-17 03:19:09,31.36,78.4,1008.15
2025-05-17 03:19:08,31.34,78.42,1008.16
2025-05-17 03:19:07,31.37,78.43,1008.15
2025-05-17 03:19:06,31.37,78.44,1008.16
2025-05-17 03:19:05,31.34,78.46,1008.17
2025-05-17 03:19:04,31.33,78.48,1008.15
2025-05-17 03:19:03,31.31,78.49,1008.16
2025-05-17 03:19:02,31.29,78.51,1008.15
2025-05-17 03:19:01,31.28,78.53,1008.14
2025-05-17 03:19:00,31.24,78.56,1008.16
